"REPORT_PERIOD","S_INFO_WINDCODE","S_FA_GROSSMARGIN_TTM"
"20000630","000005.SZ",103176294.86
"20000630","000007.SZ",8715896
"20000630","000010.SZ",43559524.14
"20000630","000018.SZ",14026450.96
"20000630","000024.SZ",514627088.99
"20000630","000030.SZ",130280339.08
"20000630","000034.SZ",84721425.25
"20000630","000037.SZ",186158338.6
"20000630","000040.SZ",270570220.63
"20000630","000059.SZ",207944758.86
"20000630","000068.SZ",304394348.9
"20000630","000408.SZ",114436999.82
"20000630","000415.SZ",64061819.16
"20000630","000421.SZ",75021864.6
"20000630","000504.SZ",-43970680.73
"20000630","000505.SZ",-3849434.43
"20000630","000510.SZ",79262291.58
"20000630","000511.SZ",41340355.39
"20000630","000526.SZ",245495.54
"20000630","000557.SZ",179948570.57
"20000630","000587.SZ",80278936.16
"20000630","000590.SZ",130956843.03
"20000630","000591.SZ",81415036.82
"20000630","000606.SZ",28812260.77
"20000630","000609.SZ",61397388.85
"20000630","000611.SZ",56752105.9
"20000630","000615.SZ",85216459.24
"20000630","000617.SZ",42865845.47
"20000630","000622.SZ",59581149.11
"20000630","000626.SZ",54378924.45
"20000630","000629.SZ",1497197280
"20000630","000633.SZ",155416965.68
"20000630","000659.SZ",234187666.36
"20000630","000662.SZ",-4473269.65
"20000630","000667.SZ",15103072.52
"20000630","000670.SZ",149156072.57
"20000630","000676.SZ",54343250.9
"20000630","000677.SZ",69224702
"20000630","000691.SZ",-4498358.39
"20000630","000693.SZ",50531970.11
"20000630","000709.SZ",1206706688.89
"20000630","000711.SZ",21512455.02
"20000630","000717.SZ",327120754.84
"20000630","000790.SZ",56246326.76
"20000630","000795.SZ",69508031.79
"20000630","000799.SZ",296109190.13
"20000630","000813.SZ",129334268.53
"20000630","000815.SZ",51552871.85
"20000630","000820.SZ",65418308.48
"20000630","000826.SZ",46835721.19
"20000630","000831.SZ",92117169.55
"20000630","000838.SZ",5428108.44
"20000630","000856.SZ",149698019.12
"20000630","000863.SZ",59757400.34
"20000630","000889.SZ",167457185.44
"20000630","000892.SZ",64119479.15
"20000630","000893.SZ",36900626.58
"20000630","000910.SZ",95566630.29
"20000630","000912.SZ",488172075.4
"20000630","000913.SZ",571661882.7
"20000630","000927.SZ",961280411.87
"20000630","000933.SZ",192603429.76
"20000630","000962.SZ",208384722.38
"20000630","600005.SH",918991922.1
"20000630","600007.SH",251285967
"20000630","600053.SH",74102893.9
"20000630","600055.SH",73635370.4
"20000630","600068.SH",574011630.19
"20000630","600069.SH",30464954.27
"20000630","600071.SH",57919513.78
"20000630","600076.SH",168357613.91
"20000630","600090.SH",89686938.6
"20000630","600091.SH",134311087.27
"20000630","600093.SH",79117440.04
"20000630","600102.SH",684145053.57
"20000630","600110.SH",40316628.63
"20000630","600135.SH",298668811.35
"20000630","600136.SH",105694119.36
"20000630","600163.SH",192536439.09
"20000630","600179.SH",131511176.7
"20000630","600186.SH",328133383
"20000630","600201.SH",30215202.39
"20000630","600212.SH",129543762.91
"20000630","600217.SH",140648754.14
"20000630","600555.SH",196174637.01
"20000630","600601.SH",286086350.75
"20000630","600602.SH",883914113.95
"20000630","600603.SH",48553914.95
"20000630","600604.SH",21239120.68
"20000630","600605.SH",29922133.49
"20000630","600606.SH",85707717.37
"20000630","600607.SH",109292192.91
"20000630","600608.SH",19750295.34
"20000630","600609.SH",865824201.58
"20000630","600610.SH",14762338.89
"20000630","600611.SH",394383064.22
"20000630","600612.SH",182245148.3
"20000630","600613.SH",17272606.51
"20000630","600614.SH",31628739.92
"20000630","600615.SH",45507676.71
"20000630","600616.SH",73096680.81
"20000630","600617.SH",23076843.8
"20000630","600618.SH",471945737.14
"20000630","600619.SH",409427440.63
"20000630","600620.SH",80571653.09
"20000630","600621.SH",146304036.34
"20000630","600622.SH",35646937.23
"20000630","600623.SH",393845057.32
"20000630","600629.SH",5289725.01
"20000630","600632.SH",588750097.95
"20000630","600643.SH",94379587.14
"20000630","600644.SH",77115402.83
"20000630","600651.SH",38171994.29
"20000630","600652.SH",53390337.63
"20000630","600653.SH",235716410.73
"20000630","600654.SH",198537683.84
"20000630","600655.SH",510530915.69
"20000630","600656.SH",60752556.21
"20000630","600662.SH",221022463.01
"20000630","600669.SH",39077279.09
"20000630","600670.SH",4692589.37
"20000630","600672.SH",270621976.41
"20000630","600673.SH",25660719.15
"20000630","600675.SH",22313201.21
"20000630","600679.SH",59150144.71
"20000630","600681.SH",76716698.03
"20000630","600683.SH",112703.27
"20000630","600691.SH",18690854.67
"20000630","600700.SH",107381145.28
"20000630","600701.SH",146820216.74
"20000630","600704.SH",424662325.39
"20000630","600707.SH",266192771.7
"20000630","600708.SH",21617738.94
"20000630","600709.SH",799568271.78
"20000630","600713.SH",201232353.99
"20000630","600715.SH",1976488.63
"20000630","600721.SH",17673315
"20000630","600722.SH",293073485.41
"20000630","600725.SH",39654140.28
"20000630","600737.SH",144928611.07
"20000630","600752.SH",277137632.92
"20000630","600760.SH",76110498.52
"20000630","600777.SH",109571555.75
"20000630","600779.SH",427041349.48
"20000630","600783.SH",53787059
"20000630","600790.SH",236664465.74
"20000630","600793.SH",66536739.14
"20000630","600801.SH",170419259.14
"20000630","600802.SH",210477658.16
"20000630","600806.SH",14702457
"20000630","600813.SH",11848103.02
"20000630","600817.SH",54170134.85
"20000630","600828.SH",166051751.51
"20000630","600837.SH",37888593.35
"20000630","600848.SH",176705375.27
"20000630","600852.SH",71685495.93
"20000630","600856.SH",64433349.51
"20000630","600858.SH",12172269.82
"20000630","600861.SH",231064249.05
"20000630","600862.SH",28938687.88
"20000630","600866.SH",122900312.05
"20000630","600870.SH",387546531.13
"20000630","600878.SH",93423663.89
"20000630","600882.SH",69026172.85
"20000630","600891.SH",106978523.44
"20000630","600892.SH",10395551.47
"20000630","600896.SH",68668394.75
"20000630","600899.SH",39902573.95
"20001231","000005.SZ",84709693.76
"20001231","000007.SZ",4033204.77
"20001231","000010.SZ",49009704.11
"20001231","000018.SZ",17737778
"20001231","000024.SZ",537639291.16
"20001231","000030.SZ",107313391.33
"20001231","000034.SZ",50768151.42
"20001231","000037.SZ",147036900.1
"20001231","000040.SZ",160158771
"20001231","000059.SZ",131293759.86
"20001231","000068.SZ",451906236.1
"20001231","000408.SZ",109566859.61
"20001231","000415.SZ",81005629.61
"20001231","000421.SZ",81916180.97
"20001231","000504.SZ",78116.27
"20001231","000505.SZ",-2113144.23
"20001231","000510.SZ",137992527.2
"20001231","000511.SZ",121034336.84
"20001231","000526.SZ",24313629.13
"20001231","000557.SZ",30466884.39
"20001231","000587.SZ",94338624.18
"20001231","000590.SZ",143832287.86
"20001231","000591.SZ",102115971.38
"20001231","000606.SZ",35337560.41
"20001231","000609.SZ",58233939.53
"20001231","000611.SZ",60301224.29
"20001231","000615.SZ",67653176.93
"20001231","000617.SZ",43887475.34
"20001231","000622.SZ",59251321.31
"20001231","000626.SZ",82797632.61
"20001231","000629.SZ",1541100935
"20001231","000633.SZ",128019468.24
"20001231","000659.SZ",192555318.24
"20001231","000662.SZ",2370097.87
"20001231","000667.SZ",13095474.21
"20001231","000670.SZ",138682387.94
"20001231","000676.SZ",54062170.35
"20001231","000677.SZ",81502689.24
"20001231","000691.SZ",6072302.67
"20001231","000693.SZ",47411935.96
"20001231","000709.SZ",1445493776.94
"20001231","000711.SZ",54407441.3
"20001231","000717.SZ",349195096.6
"20001231","000790.SZ",70875486.81
"20001231","000795.SZ",56752046.3
"20001231","000799.SZ",215319552.79
"20001231","000813.SZ",89664987.41
"20001231","000815.SZ",59615659.52
"20001231","000820.SZ",79999883.83
"20001231","000826.SZ",21795534.23
"20001231","000831.SZ",109791140.89
"20001231","000838.SZ",68726.12
"20001231","000856.SZ",136590979.61
"20001231","000863.SZ",72568154.06
"20001231","000889.SZ",144360718.82
"20001231","000892.SZ",94537131.83
"20001231","000893.SZ",4291689.85
"20001231","000910.SZ",105700561.97
"20001231","000912.SZ",335784056.36
"20001231","000913.SZ",707266905.1
"20001231","000927.SZ",933872950.03
"20001231","000933.SZ",180342802.48
"20001231","000950.SZ",68162485.89
"20001231","000962.SZ",289462920.56
"20001231","000967.SZ",66678369.34
"20001231","000968.SZ",114808941.02
"20001231","000971.SZ",84418877.61
"20001231","000972.SZ",77789314.28
"20001231","000976.SZ",154637560.65
"20001231","000987.SZ",174593322.06
"20001231","600005.SH",980768639.94
"20001231","600007.SH",273099000
"20001231","600026.SH",686882308.15
"20001231","600053.SH",86336743.19
"20001231","600055.SH",101217796.17
"20001231","600068.SH",488282995.31
"20001231","600069.SH",22374446.36
"20001231","600071.SH",70074597.69
"20001231","600076.SH",174509020.85
"20001231","600090.SH",142368079.78
"20001231","600091.SH",150280488.6
"20001231","600093.SH",61766620.08
"20001231","600102.SH",861057743.37
"20001231","600110.SH",54515936.64
"20001231","600135.SH",338178902.75
"20001231","600136.SH",100043751.78
"20001231","600163.SH",213467039.53
"20001231","600179.SH",130364496.08
"20001231","600186.SH",366351971.91
"20001231","600201.SH",33332207.61
"20001231","600212.SH",133828439.15
"20001231","600217.SH",167116882.89
"20001231","600230.SH",57012611.08
"20001231","600233.SH",49977689.91
"20001231","600234.SH",72099988.2
"20001231","600242.SH",35436227.51
"20001231","600247.SH",48412040.84
"20001231","600265.SH",65594288.72
"20001231","600277.SH",70508188.55
"20001231","600292.SH",111018213.55
"20001231","600299.SH",84820375.35
"20001231","600306.SH",127277101.29
"20001231","600311.SH",94923885.51
"20001231","600318.SH",123954472.29
"20001231","600319.SH",128712988.71
"20001231","600331.SH",90951049.3
"20001231","600339.SH",86009661.11
"20001231","600346.SH",69210190.58
"20001231","600375.SH",37906527.9
"20001231","600381.SH",34416199.94
"20001231","600390.SH",53313660.16
"20001231","600393.SH",141876350.64
"20001231","600401.SH",14963186.14
"20001231","600408.SH",248975767.82
"20001231","600428.SH",116163360.32
"20001231","600432.SH",130458582.26
"20001231","600462.SH",96968666.55
"20001231","600509.SH",109806767.52
"20001231","600515.SH",84727832.66
"20001231","600520.SH",33217288.84
"20001231","600539.SH",81814109.11
"20001231","600546.SH",70243916.11
"20001231","600552.SH",40591301.63
"20001231","600555.SH",370836298.02
"20001231","600556.SH",46413380.79
"20001231","600566.SH",30205041.81
"20001231","600568.SH",45088235.71
"20001231","600576.SH",108478831.43
"20001231","600581.SH",413043725.1
"20001231","600601.SH",368057825.52
"20001231","600602.SH",886710692.87
"20001231","600603.SH",27816858.15
"20001231","600604.SH",37383125.13
"20001231","600605.SH",21993881.78
"20001231","600606.SH",108659800.22
"20001231","600607.SH",208486037.01
"20001231","600608.SH",45351696.14
"20001231","600609.SH",112473062.08
"20001231","600610.SH",46059509.18
"20001231","600611.SH",434137295.95
"20001231","600612.SH",185094724.69
"20001231","600613.SH",30437063.13
"20001231","600614.SH",27771502.26
"20001231","600615.SH",5519327.65
"20001231","600616.SH",96987158.26
"20001231","600617.SH",26397831.94
"20001231","600618.SH",500396171.62
"20001231","600619.SH",475989335.12
"20001231","600620.SH",70715573.78
"20001231","600621.SH",200682909.74
"20001231","600622.SH",29642869.96
"20001231","600623.SH",389357284.91
"20001231","600629.SH",3430299.12
"20001231","600632.SH",427437299.06
"20001231","600643.SH",73609713.88
"20001231","600644.SH",85323561.51
"20001231","600651.SH",101729968.49
"20001231","600652.SH",77249774.7
"20001231","600653.SH",430874716.33
"20001231","600654.SH",167565958.14
"20001231","600655.SH",515321510.18
"20001231","600656.SH",55011155.6
"20001231","600662.SH",220698628.67
"20001231","600669.SH",41105045.99
"20001231","600670.SH",13625182.46
"20001231","600672.SH",214528384.39
"20001231","600673.SH",34341063.81
"20001231","600675.SH",229854430.73
"20001231","600679.SH",94378333.5
"20001231","600681.SH",91573960.3
"20001231","600683.SH",56060453.37
"20001231","600691.SH",14689482.26
"20001231","600700.SH",124685404.54
"20001231","600701.SH",125954010.05
"20001231","600704.SH",477469652.06
"20001231","600707.SH",215315445.24
"20001231","600708.SH",33175406.41
"20001231","600709.SH",635042910.69
"20001231","600713.SH",219160270.43
"20001231","600715.SH",3133444.91
"20001231","600721.SH",21594880
"20001231","600722.SH",250781924.98
"20001231","600725.SH",48923287.28
"20001231","600737.SH",148989990.06
"20001231","600752.SH",289066687.13
"20001231","600760.SH",44512427.79
"20001231","600777.SH",150889156.7
"20001231","600779.SH",428206623.86
"20001231","600783.SH",46043768.19
"20001231","600790.SH",211920970.5
"20001231","600793.SH",74137674.57
"20001231","600802.SH",184352812.76
"20001231","600806.SH",22234615
"20001231","600813.SH",-14603891.82
"20001231","600817.SH",68187383.81
"20001231","600828.SH",164097218.67
"20001231","600837.SH",29774507.6
"20001231","600848.SH",177297146.29
"20001231","600852.SH",102792300.71
"20001231","600856.SH",59851571.05
"20001231","600858.SH",7632711.81
"20001231","600861.SH",202445162.01
"20001231","600862.SH",120932798.18
"20001231","600866.SH",129673053.86
"20001231","600870.SH",225013283.29
"20001231","600878.SH",76214896.21
"20001231","600882.SH",73722712.73
"20001231","600891.SH",102210678.76
"20001231","600892.SH",9802862.15
"20001231","600896.SH",94910387.58
"20001231","600899.SH",40347821.61
"20010630","000005.SZ",76969425.16
"20010630","000007.SZ",-1831403.87
"20010630","000010.SZ",45823079.14
"20010630","000018.SZ",14890033.92
"20010630","000024.SZ",507665555.37
"20010630","000030.SZ",95487612.02
"20010630","000034.SZ",96290773.7
"20010630","000037.SZ",178823887.22
"20010630","000040.SZ",146449785.89
"20010630","000059.SZ",88969376.21
"20010630","000068.SZ",448874300.92
"20010630","000408.SZ",82020916.15
"20010630","000415.SZ",100816601.62
"20010630","000421.SZ",90485012.35
"20010630","000504.SZ",41420973.19
"20010630","000505.SZ",14601873.17
"20010630","000510.SZ",159019944.77
"20010630","000511.SZ",128382852.31
"20010630","000526.SZ",24920064.27
"20010630","000557.SZ",-176798519.57
"20010630","000587.SZ",98063508.77
"20010630","000590.SZ",130460122.68
"20010630","000591.SZ",106132577.22
"20010630","000606.SZ",51820084.31
"20010630","000609.SZ",45621147.58
"20010630","000611.SZ",59292520.86
"20010630","000615.SZ",30398501.42
"20010630","000617.SZ",54258252.21
"20010630","000622.SZ",68317046
"20010630","000626.SZ",90173655.14
"20010630","000629.SZ",1481148512
"20010630","000633.SZ",112998969.21
"20010630","000659.SZ",184000364.54
"20010630","000662.SZ",2390115.92
"20010630","000667.SZ",11237286.31
"20010630","000670.SZ",127401524.82
"20010630","000676.SZ",80634690.92
"20010630","000677.SZ",77319060.04
"20010630","000691.SZ",5235259.51
"20010630","000693.SZ",49525108.46
"20010630","000709.SZ",1538731020.8
"20010630","000711.SZ",62812405.46
"20010630","000717.SZ",405994001.21
"20010630","000790.SZ",81946711.5
"20010630","000795.SZ",50173947.71
"20010630","000799.SZ",216531195.6
"20010630","000813.SZ",73142871.37
"20010630","000815.SZ",64358719.16
"20010630","000820.SZ",112547870.67
"20010630","000826.SZ",10057071.91
"20010630","000831.SZ",160240503.82
"20010630","000838.SZ",-1842464.15
"20010630","000856.SZ",129855766.89
"20010630","000863.SZ",71012204.14
"20010630","000889.SZ",153184373.21
"20010630","000892.SZ",145206216.86
"20010630","000893.SZ",22777613.33
"20010630","000910.SZ",117617756.32
"20010630","000912.SZ",310283785.05
"20010630","000913.SZ",684071887.92
"20010630","000927.SZ",909303811.59
"20010630","000933.SZ",198739368.04
"20010630","000950.SZ",68590665.74
"20010630","000962.SZ",397866540.62
"20010630","000967.SZ",63304016.27
"20010630","000968.SZ",123153799.85
"20010630","000971.SZ",73895596.63
"20010630","000972.SZ",84595442.29
"20010630","000976.SZ",119064757.52
"20010630","000987.SZ",191511192.34
"20010630","600005.SH",986049776.85
"20010630","600007.SH",316282000
"20010630","600053.SH",102756171.31
"20010630","600055.SH",109285224.69
"20010630","600068.SH",424255674.83
"20010630","600069.SH",8045326.45
"20010630","600071.SH",79637251.82
"20010630","600076.SH",197053889.31
"20010630","600090.SH",174787344.06
"20010630","600091.SH",164734985.62
"20010630","600093.SH",47197816.38
"20010630","600102.SH",946856947.32
"20010630","600110.SH",64656447.48
"20010630","600135.SH",314810172.19
"20010630","600136.SH",90763822.7
"20010630","600163.SH",218578165.88
"20010630","600179.SH",113931598.43
"20010630","600186.SH",371755795.74
"20010630","600201.SH",35806260.69
"20010630","600212.SH",132272797.8
"20010630","600217.SH",177502741.04
"20010630","600230.SH",39592779.89
"20010630","600233.SH",47496615.51
"20010630","600234.SH",77758377.26
"20010630","600265.SH",61923740.32
"20010630","600277.SH",73026171.91
"20010630","600299.SH",91999741.62
"20010630","600339.SH",95177415.04
"20010630","600393.SH",123500244.86
"20010630","600555.SH",429422514.46
"20010630","600601.SH",385006917.7
"20010630","600602.SH",551029244.16
"20010630","600603.SH",12132280.7
"20010630","600604.SH",86614545.71
"20010630","600605.SH",27541566.36
"20010630","600606.SH",170515586.31
"20010630","600607.SH",312790221.24
"20010630","600608.SH",77153795.53
"20010630","600609.SH",117508423.16
"20010630","600610.SH",53426335.17
"20010630","600611.SH",455656833
"20010630","600612.SH",187934825.67
"20010630","600613.SH",31386859.99
"20010630","600614.SH",36824566
"20010630","600615.SH",3026867.69
"20010630","600616.SH",125775886.71
"20010630","600617.SH",23423349.92
"20010630","600618.SH",478572869.59
"20010630","600619.SH",714561613.74
"20010630","600620.SH",41597787.88
"20010630","600621.SH",257556792.77
"20010630","600622.SH",34395336.83
"20010630","600623.SH",320464467.86
"20010630","600629.SH",4295430.39
"20010630","600632.SH",286020459.94
"20010630","600643.SH",62656887.31
"20010630","600644.SH",93080591.27
"20010630","600651.SH",194319974.42
"20010630","600652.SH",115922662.24
"20010630","600653.SH",349105908.3
"20010630","600654.SH",103283131.29
"20010630","600655.SH",462538622.2
"20010630","600656.SH",81231386.8
"20010630","600662.SH",238472711.9
"20010630","600669.SH",11380336.61
"20010630","600670.SH",9503099.57
"20010630","600672.SH",215224593.25
"20010630","600673.SH",41805473.75
"20010630","600675.SH",428670192.93
"20010630","600679.SH",78052215.64
"20010630","600681.SH",91040640.64
"20010630","600683.SH",62314016.49
"20010630","600691.SH",12627382.4
"20010630","600700.SH",167526002.68
"20010630","600701.SH",118341880.39
"20010630","600704.SH",410232033.06
"20010630","600707.SH",198207949.46
"20010630","600708.SH",28082852.15
"20010630","600709.SH",593199454.93
"20010630","600713.SH",232376276.71
"20010630","600721.SH",17988186.37
"20010630","600722.SH",201775089.92
"20010630","600725.SH",68482024.24
"20010630","600737.SH",130249022.25
"20010630","600752.SH",142803116.73
"20010630","600760.SH",49864037.93
"20010630","600777.SH",174779444.4
"20010630","600779.SH",453344210.56
"20010630","600783.SH",33369391.63
"20010630","600790.SH",203094263.11
"20010630","600793.SH",94466312.82
"20010630","600802.SH",195643925.09
"20010630","600806.SH",25284702.55
"20010630","600813.SH",-30953769.92
"20010630","600817.SH",87837550.74
"20010630","600828.SH",160507402.79
"20010630","600837.SH",25936923.8
"20010630","600848.SH",167480292.17
"20010630","600852.SH",114262953.93
"20010630","600856.SH",83313173.92
"20010630","600858.SH",6952819.72
"20010630","600861.SH",215915049.97
"20010630","600862.SH",120869918.51
"20010630","600866.SH",123698424.16
"20010630","600870.SH",146260471.15
"20010630","600878.SH",62989297.3
"20010630","600882.SH",83615232.75
"20010630","600891.SH",91919138.95
"20010630","600892.SH",6249718.69
"20010630","600896.SH",85852702.6
"20010630","600899.SH",39300491.98
"20010930","600247.SH",49293896.86
"20010930","600306.SH",144833609.95
"20011231","000005.SZ",31532371.81
"20011231","000007.SZ",113995549.74
"20011231","000010.SZ",16741697.91
"20011231","000018.SZ",15374486
"20011231","000024.SZ",569284098
"20011231","000030.SZ",66583399.85
"20011231","000034.SZ",189189705.8
"20011231","000037.SZ",265587098.67
"20011231","000040.SZ",103521458
"20011231","000059.SZ",123495858.34
"20011231","000068.SZ",295669368.71
"20011231","000408.SZ",68326357.06
"20011231","000415.SZ",69410663.05
"20011231","000421.SZ",94511026.09
"20011231","000504.SZ",87625155.58
"20011231","000505.SZ",22065912.92
"20011231","000510.SZ",150210930.77
"20011231","000511.SZ",177201452.34
"20011231","000526.SZ",46689923.15
"20011231","000557.SZ",28895982.17
"20011231","000587.SZ",74089428.98
"20011231","000590.SZ",94411945.92
"20011231","000591.SZ",115360937.19
"20011231","000606.SZ",56034090.39
"20011231","000609.SZ",45067398.88
"20011231","000611.SZ",39542582.27
"20011231","000615.SZ",62200702.41
"20011231","000617.SZ",63864437.51
"20011231","000622.SZ",58955405.21
"20011231","000626.SZ",131847097.57
"20011231","000629.SZ",1455863440
"20011231","000633.SZ",118927458.77
"20011231","000659.SZ",200346070.5
"20011231","000662.SZ",16665083.14
"20011231","000667.SZ",12429033.45
"20011231","000670.SZ",123673445
"20011231","000676.SZ",74189408.42
"20011231","000677.SZ",76730615.88
"20011231","000691.SZ",15393116.3
"20011231","000693.SZ",84492878.85
"20011231","000709.SZ",1503660696.62
"20011231","000711.SZ",41168439.28
"20011231","000717.SZ",394130571.56
"20011231","000790.SZ",76311544.57
"20011231","000795.SZ",46841759.06
"20011231","000799.SZ",293277911.46
"20011231","000813.SZ",10900300.71
"20011231","000815.SZ",64051181.52
"20011231","000820.SZ",143920062.47
"20011231","000826.SZ",6102613.12
"20011231","000831.SZ",184159593.23
"20011231","000838.SZ",6853836.46
"20011231","000856.SZ",88148548.57
"20011231","000863.SZ",76662906.41
"20011231","000889.SZ",172062868.98
"20011231","000892.SZ",179814729.28
"20011231","000893.SZ",31700441.96
"20011231","000910.SZ",120336223.08
"20011231","000912.SZ",311750350.04
"20011231","000913.SZ",452107279.1
"20011231","000927.SZ",458046533.02
"20011231","000933.SZ",209868938.59
"20011231","000950.SZ",67968559.58
"20011231","000962.SZ",294750814.47
"20011231","000967.SZ",59165435.1
"20011231","000968.SZ",145360935.92
"20011231","000971.SZ",81436758.14
"20011231","000972.SZ",110485386.95
"20011231","000976.SZ",118617783.99
"20011231","000987.SZ",201363974.02
"20011231","002010.SZ",86371274.59
"20011231","002015.SZ",29595471.03
"20011231","002019.SZ",36514860.68
"20011231","002027.SZ",66999172.52
"20011231","002036.SZ",32735150.13
"20011231","600005.SH",942236930.54
"20011231","600007.SH",341399000
"20011231","600026.SH",1097437985.42
"20011231","600053.SH",53843782.06
"20011231","600055.SH",111404098.61
"20011231","600068.SH",419223471.45
"20011231","600069.SH",2194058.28
"20011231","600071.SH",75584293.34
"20011231","600076.SH",167809142
"20011231","600090.SH",175173976.68
"20011231","600091.SH",138974646
"20011231","600093.SH",51939328.87
"20011231","600102.SH",851890323.39
"20011231","600110.SH",67459123.7
"20011231","600135.SH",282655979.18
"20011231","600136.SH",99309600.58
"20011231","600163.SH",242240718.57
"20011231","600179.SH",109716553.24
"20011231","600186.SH",332018829.09
"20011231","600201.SH",73912796.27
"20011231","600212.SH",133975517.21
"20011231","600217.SH",188463051.41
"20011231","600230.SH",50597162.55
"20011231","600233.SH",49858794.29
"20011231","600234.SH",44239704.05
"20011231","600242.SH",28527797.01
"20011231","600247.SH",46465292.76
"20011231","600265.SH",74028810.12
"20011231","600277.SH",84070473.32
"20011231","600292.SH",94702409.65
"20011231","600299.SH",93005124.72
"20011231","600306.SH",145355959.1
"20011231","600311.SH",95633585.84
"20011231","600318.SH",149746702.35
"20011231","600319.SH",112145063.01
"20011231","600331.SH",83776820.66
"20011231","600339.SH",99396842.12
"20011231","600346.SH",73229105.45
"20011231","600375.SH",90396813.55
"20011231","600381.SH",50100415.49
"20011231","600390.SH",43027831.09
"20011231","600393.SH",136549316.55
"20011231","600401.SH",33816293.16
"20011231","600408.SH",252301161.49
"20011231","600428.SH",132370838.94
"20011231","600432.SH",58771188.7
"20011231","600444.SH",36243737.47
"20011231","600462.SH",80219464.48
"20011231","600482.SH",156990245.66
"20011231","600509.SH",118446852.94
"20011231","600515.SH",85744672.67
"20011231","600520.SH",41376515.43
"20011231","600539.SH",104032888.45
"20011231","600546.SH",110503743.17
"20011231","600552.SH",42931718.89
"20011231","600555.SH",403306849
"20011231","600556.SH",61329400.48
"20011231","600566.SH",32346811.44
"20011231","600568.SH",50216297.17
"20011231","600576.SH",126033461.93
"20011231","600581.SH",437761124.28
"20011231","600601.SH",367913281.53
"20011231","600602.SH",381527462.54
"20011231","600603.SH",16926912.55
"20011231","600604.SH",154940375.66
"20011231","600605.SH",26443418.68
"20011231","600606.SH",235985760.61
"20011231","600607.SH",315811102.3
"20011231","600608.SH",85978593.66
"20011231","600609.SH",105178620.82
"20011231","600610.SH",67580762.98
"20011231","600611.SH",501420105.44
"20011231","600612.SH",179965446.14
"20011231","600613.SH",16493585.4
"20011231","600614.SH",62937164.75
"20011231","600615.SH",51361424.02
"20011231","600616.SH",126278000.69
"20011231","600617.SH",18785716.15
"20011231","600618.SH",354962249.38
"20011231","600619.SH",699722205.7
"20011231","600620.SH",57264193.49
"20011231","600621.SH",196261128.9
"20011231","600622.SH",38381086.75
"20011231","600623.SH",321401566.25
"20011231","600629.SH",6357179.6
"20011231","600632.SH",284711497.58
"20011231","600643.SH",150580846.59
"20011231","600644.SH",76061617.45
"20011231","600651.SH",146225357.33
"20011231","600652.SH",98071707.8
"20011231","600653.SH",259065946.6
"20011231","600654.SH",72932327.47
"20011231","600655.SH",476298812.13
"20011231","600656.SH",141458374.86
"20011231","600662.SH",276767137.77
"20011231","600669.SH",-2041597.12
"20011231","600670.SH",-34516.68
"20011231","600672.SH",182674072.77
"20011231","600673.SH",41208718.55
"20011231","600675.SH",734715913.18
"20011231","600679.SH",106730929.38
"20011231","600681.SH",78544032.2
"20011231","600683.SH",56892208.78
"20011231","600691.SH",13074464.25
"20011231","600700.SH",63370989.97
"20011231","600701.SH",120266548.49
"20011231","600704.SH",246079062.76
"20011231","600707.SH",263502854.69
"20011231","600708.SH",57820777.16
"20011231","600709.SH",-28688591.96
"20011231","600713.SH",230446236.68
"20011231","600721.SH",14515972.73
"20011231","600722.SH",134957249.22
"20011231","600725.SH",103216603.61
"20011231","600737.SH",259744900.7
"20011231","600752.SH",162780967.76
"20011231","600760.SH",9584949.49
"20011231","600777.SH",150773254.42
"20011231","600779.SH",448593450.38
"20011231","600783.SH",26435996.11
"20011231","600790.SH",212258424.1
"20011231","600793.SH",101977232.08
"20011231","600802.SH",205480215.5
"20011231","600806.SH",24967806
"20011231","600813.SH",-29999047.82
"20011231","600817.SH",61769591.42
"20011231","600828.SH",157016150.31
"20011231","600837.SH",31872732.73
"20011231","600848.SH",191778642
"20011231","600852.SH",71668120.99
"20011231","600856.SH",92538893.46
"20011231","600858.SH",5499869.14
"20011231","600861.SH",232901729.97
"20011231","600862.SH",-67040559.08
"20011231","600866.SH",154980674.6
"20011231","600870.SH",195329622.81
"20011231","600878.SH",45160346.81
"20011231","600882.SH",80252009.85
"20011231","600891.SH",70788696.32
"20011231","600892.SH",7062457.1
"20011231","600896.SH",67912746.06
"20011231","600899.SH",55361269.28
"20011231","600962.SH",92451903.26
"20011231","600965.SH",62484618.41
"20011231","600978.SH",56759274.67
"20011231","600980.SH",41472676.32
"20011231","600984.SH",88224445.56
"20020331","000030.SZ",-50519000.15
"20020331","000662.SZ",46588593.75
"20020331","000838.SZ",3643139.81
"20020331","000962.SZ",-269038185.53
"20020630","000005.SZ",2039069.61
"20020630","000007.SZ",172217518.11
"20020630","000010.SZ",4986984.56
"20020630","000018.SZ",16982251.27
"20020630","000024.SZ",579962584.86
"20020630","000030.SZ",25340564.25
"20020630","000034.SZ",141000462.13
"20020630","000037.SZ",379527528.62
"20020630","000040.SZ",97230972.11
"20020630","000059.SZ",201232958.72
"20020630","000068.SZ",275861108.99
"20020630","000408.SZ",74637690
"20020630","000415.SZ",26571405.99
"20020630","000421.SZ",116163826.45
"20020630","000504.SZ",82697101.45
"20020630","000505.SZ",16305305.86
"20020630","000510.SZ",208983565.07
